Name,Review,Rating,Price,Category,Protect_factor,Mask_func,Mask_img,Purchase_link
닥터퓨리 KF94 미세먼지 황사마스크 20매 (사이즈 선택),38951,4.9,15900,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210520_208/1621488460607jRj4c_PNG/22624349271474832_1233548850.png?type=m510,https://smartstore.naver.com/mfbshop/products/4072435942
소싱뷰 더유니드 황사 미세먼지 마스크 KF80,1313,4.7,4200,먼지차단마스크,KF80,미세먼지필터@김서림방지@일회용@접이식,https://shopping-phinf.pstatic.net/main_2319138/23191389490.20200618153948.jpg?type=f640,https://search.shopping.naver.com/catalog/23191389490?query=%EB%A7%88%EC%8A%A4%ED%81%AC&NaPm=ct%3Dkwhldj6w%7Cci%3D1edead0cfa8c6887717a6fe371f326ed24bbff5b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3De358fb750ed9f5261eef8d8f152305f7ab3a2d8a
아이바나리 비말차단용 마스크 KF-AD,670,4.8,7900,먼지차단마스크,KF-AD,미세먼지필터@방한@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20211021_268/1634779655093iF60p_JPEG/35915500809393806_462426435.jpg?type=m510,https://smartstore.naver.com/ibanari/products/5751306478
KF94 마스크 소형 대형 화이트 구디즈 쉴드 마스크 새부리형 숨쉬기편한,1013,4.9,3790,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20210825_217/1629873922876MU2TQ_JPEG/31009818579360448_44568986.jpg?type=m510,https://smartstore.naver.com/gazuaco/products/5341385411
엠플러스 KFAD KF80 여름 쿨 대형50매 마스크,50,4.9,14000,먼지차단마스크,KF80,미세먼지필터@김서림방지@저자극@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210622_137/1624345137095pWXQ1_JPEG/25480916795139581_1159845008.jpg?type=m510,https://smartstore.naver.com/dhkdd0915/products/5665925133?n_media=11068&n_query=%EB%A7%88%EC%8A%A4%ED%81%AC&n_rank=97&n_ad_group=grp-a001-02-000000024158830&n_ad=nad-a001-02-000000159570143&n_campaign_type=2&n_mall_id=ncp_1o324q_01&n_mall_pid=5665925133&n_ad_group_type=2
위케어 KF80 중형 초등학생 마스크 100매 귀안아픈 귀편한 숨쉬기편한 마스크 중학생,552,4.7,30000,먼지차단마스크,KF80,미세먼지필터@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20210609_260/16231970207312gnHv_JPEG/24332854537362472_405311175.jpg?type=m510,https://smartstore.naver.com/wiicare/products/5440442742
위케어 KF94마스크 중형 100매 귀안아픈 명품 운동용 헬스장 귀편한 숨쉬기편한 마스크,7,5.0,30000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20211027_30/16353228092922YmlP_JPEG/36458643097189734_803060118.jpg?type=m510,https://smartstore.naver.com/wiicare/products/5963050416
이노센트 숨쉬기 편한 귀편한 KF94 마스크 대형 소형 50매 100매,1247,4.8,17500,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20201216_246/1608088325721jOtUb_JPEG/9224160524694530_1231794998.jpg?type=m510,https://smartstore.naver.com/bikitstore/products/4863794520
쉼표리빙 kf94 마스크 새부리형 블랙 그레이 대형 30매 국내산 숨쉬기편한마스크,1241,4.8,18000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210429_212/1619675052934SW6xX_JPEG/20810951614406949_48805326.jpg?type=m510,https://smartstore.naver.com/good-believe/products/5151825827
미마마스크 10매 소형 화이트 블랙 보건용,1069,4.8,7700,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20211021_209/16347988662990mXI8_JPEG/35934708990181452_780718763.jpg?type=m510,https://smartstore.naver.com/doctorselect/products/5132465422
[50매][100매]KF94 KF80 마스크 대형 일회용 디스이즈더 마스크 미세먼지 황사,2115,4.7,19500,먼지차단마스크,KF94/N95,미세먼지필터@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20200903_41/15991157217847hG5u_JPEG/251567502878088_604343328.jpg?type=m510,https://smartstore.naver.com/the_pinkroom/products/4841452119
아이리스 코리아 국산 KF94 새부리형 개별포장 황사 마스크,728,4.7,16900,먼지차단마스크,KF94/N95,미세먼지필터@일회용@접이식,https://shop-phinf.pstatic.net/20210618_159/1624005222351iMj8J_JPEG/25141002075913233_492256681.jpg?type=m510,https://smartstore.naver.com/iriskorea/products/5658882623
[국산 KF94 ] 황사 보건용 국산 KF94/KF80 대형 소형 마스크,7038,4.7,100,먼지차단마스크,KF94/N95,미세먼지필터@일회용@컵형,https://shop-phinf.pstatic.net/20201126_132/1606356492815k61ex_JPEG/7492391342494739_1586636389.jpg?type=m510,https://smartstore.naver.com/lotusonic/products/5091591240
늘푸른 KFAD 쿨 마스크 국산 50매 100매 대형 중형 소형 비말차단 작은얼굴,795,4.8,17500,먼지차단마스크,KF-AD,김서림방지@미세먼지필터@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210511_268/1620712218789BgVAK_JPEG/21848053614059553_1898963223.jpg?type=m510,https://smartstore.naver.com/mask-no2/products/5556547848
아에르 마스크 KF94 라이트핏 50매 100매 대형 중형 소형 새부리형 여름 블랙 비말,34,4.9,47000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20211027_129/1635301524895GUDnw_JPEG/36437423607796012_1552406852.jpg?type=m510,https://smartstore.naver.com/no-2/products/5681426431
청정94 KF94 대형 소형 마스크 국내생산 미세먼지 방역 마스크,687,4.7,280,먼지차단마스크,KF94/N95,미세먼지필터@일회용@접이식,https://shop-phinf.pstatic.net/20201127_89/1606462602686jIEj5_JPEG/7598498401273647_1708881034.jpg?type=m510,https://smartstore.naver.com/haveagoodfarm/products/5104291067
프레쉬 스마트데일리 국산덴탈마스크 50매 소형 대형 블랙 흰색 비말차단 / 일회용,4329,4.6,5900,먼지차단마스크,KF-AD,일회용@저자극@미세먼지필터@접이식,https://shop-phinf.pstatic.net/20200904_285/1599214714147cWUN7_PNG/350493856070571_439527103.png?type=m510,https://smartstore.naver.com/taeyang0308/products/4970883662
국산 100매 더마밸리 귀편한 새부리형 마스크 컬러마스크 핑크색 색깔 Kf94 성인 아동,98,4.9,29900,먼지차단마스크,KF-AD,미세먼지필터@저자극@김서림방지@일회용@접이식,https://shop-phinf.pstatic.net/20210918_245/1631926963091Hbt1B_JPEG/33062808791656816_400027162.jpg?type=m510,https://smartstore.naver.com/buytheliving/products/5875167599
50매 KF94 굿매너 컬러 마스크 화이트,6339,4.8,12500,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@일회용@접이식,https://shop-phinf.pstatic.net/20211017_225/1634458115956XO4Q4_JPEG/35593958414869154_759594323.jpg?type=m510,https://smartstore.naver.com/wodwood/products/5058475641
[LIVE 종료] 네퓨어 KF94/KF-AD 마스크 70P,3807,4.9,41900,먼지차단마스크,KF94/N95,미세먼지필터@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20210415_185/1618471479696g18c9_JPEG/19607322199120290_1522600838.jpg?type=m510,https://smartstore.naver.com/echopear/products/5425654669
